i,j,term1,term2,term3,term4,d_cpp
19,2,-2.6048190346690637e-10,-7.1200830359899827e-05,-7.5070351910211364e-05,-9.8029824350612836e-06,-0.00015607442518707592
19,3,-4.8521264386902547e-13,-1.3262934079021779e-07,-1.3983729173400914e-07,-3.4014753619265733e-11,-2.7250113249049006e-07
19,4,-9.0382981173308518e-16,-2.4705529344998627e-10,-2.6048190346690637e-10,-1.1802565917503006e-16,-5.0753821877236349e-10
19,5,-1.6836089061149324e-18,-4.6020222718441362e-13,-4.8521264386902547e-13,-4.0952982872145485e-22,-9.4541655507187494e-13
19,6,-3.1361423488724243e-21,-8.5724166014831186e-16,-9.0382981173308518e-16,-1.4210018548924697e-27,-1.761074608025167e-15
19,7,-5.8418488977271016e-24,-1.5968268306519024e-18,-1.6836089061149324e-18,-4.9306451691489505e-33,-3.2804415786157378e-18
19,8,-1.0881903545017819e-26,-2.9744890450711963e-21,-3.1361423488724243e-21,-1.710853627695762e-38,-6.1106422758471656e-21
19,9,-2.0270264917181211e-29,-5.5407292196089551e-24,-5.8418488977271016e-24,-5.9363836475480216e-44,-1.1382598387600974e-23
19,10,-3.775843427695393e-32,-1.0320992889820392e-26,-1.0881903545017819e-26,-2.0598285113577431e-49,-2.1202934193272491e-26
19,11,-7.0334520287330729e-35,-1.9225428641185442e-29,-2.0270264917181211e-29,-7.1472696983705778e-55,-3.9495763892886936e-29
19,12,-1.3101562177508856e-37,-3.5812165591342233e-32,-3.775843427695393e-32,-2.4799862638843856e-60,-7.357073088391794e-32
19,13,-2.4404933848969453e-40,-6.6709108456197015e-35,-7.0334520287330729e-35,-8.6051487191778631e-66,-1.3704387279286625e-34
19,14,-4.5460288483386255e-43,-1.2426238619025296e-37,-1.3101562177508856e-37,-2.9858465571977231e-71,-2.5527846256822636e-37
19,15,-8.4681148565373754e-46,-2.3146974946958899e-40,-2.4404933848969453e-40,-1.0360401608470128e-76,-4.7551993477076911e-40
19,16,-1.5773980239856049e-48,-4.3117025644013371e-43,-4.5460288483386255e-43,-3.5948907431307935e-82,-8.8577471867202037e-43
19,17,-2.9382980370806087e-51,-8.0316235907567558e-46,-8.4681148565373754e-46,-1.2473685812026914e-87,-1.6499767830274501e-45
19,18,-5.4733144225052915e-54,-1.4960906171076992e-48,-1.5773980239856049e-48,-4.3281659681722506e-93,-3.0734941144077264e-48
19,19,-1.0195415982161168e-56,-2.7868426717278464e-51,-2.9382980370806087e-51,-1.5018031502751478e-98,-5.7251509042244375e-51
19,20,-1.8991510266959616e-59,-5.191190953378003e-54,-5.4733144225052915e-54,-5.2110125137571901e-104,-1.0664524367393561e-53
19,21,-3.5376434159342714e-62,-9.6698905136706302e-57,-1.0195415982161168e-56,-1.8081365333105712e-109,-1.9865341872265957e-56
19,22,-6.5897449899546364e-65,-1.8012587744538915e-59,-1.8991510266959616e-59,-6.2739394972880864e-115,-3.700416390894843e-59
19,23,-1.2282123363735538e-67,-3.3552946379799573e-62,-3.5376434159342714e-62,-2.1769548975128926e-120,-6.8929503360375928e-62
19,24,-3.8217972580097968e-68,-6.2536779083516395e-65,-6.5897449899546364e-65,-7.5536815109088225e-126,-1.2847244695564285e-64
19,25,-2.0394213746061421e-65,-1.9459411353238193e-65,-1.2282123363735538e-67,-7.8147014047588633e-127,-3.9976446332936973e-65
19,26,-1.0948444094490349e-62,-1.0384103805578078e-62,-3.8217972580097968e-68,-2.252106570614453e-121,-2.1332586118041007e-62
19,27,-5.8775705739924253e-60,-5.5746096124304921e-60,-2.0394213746061421e-65,-6.4905250823730775e-116,-1.1452200580636662e-59
19,28,-3.1553191991589805e-57,-2.9926774194339991e-57,-1.0948444094490349e-62,-1.8705560560282993e-110,-6.1480075670370739e-57
19,29,-1.6939038201660393e-54,-1.6065910905797011e-54,-5.8775705739924253e-60,-5.3909043017900803e-105,-3.3005007883163146e-54
19,30,-9.0935654077022966e-52,-8.6248351244560122e-52,-3.1553191991589805e-57,-1.5536475957189452e-99,-1.7718432085350301e-51
19,31,-4.8817961704610909e-49,-4.6301626692831373e-49,-1.6939038201660393e-54,-4.4775805997552887e-94,-9.5119757787824306e-49
19,32,-2.620746954736016e-46,-2.4856598456281003e-46,-9.0935654077022966e-52,-1.2904295724814896e-88,-5.1064158939295238e-46
19,33,-1.4069236733637287e-43,-1.3344034128987728e-43,-4.8817961704610909e-49,-3.7189916394263627e-83,-2.7413319680586716e-43
19,34,-7.5529391309382398e-41,-7.1636208449348217e-41,-2.620746954736016e-46,-1.0718057853809438e-77,-1.471658618334261e-40
19,35,-4.0547252559385919e-38,-3.8457233482718619e-38,-1.4069236733637287e-43,-3.0889223557202043e-72,-7.9004626734471878e-38
19,36,-2.176741612255516e-35,-2.0645408783605026e-35,-7.5529391309382398e-41,-8.9022110626850291e-67,-4.2412900435551497e-35
19,37,-1.1685635271058431e-32,-1.1083296047119203e-32,-4.0547252559385919e-38,-2.5655990238095233e-61,-2.2768971865430194e-32
19,38,-6.2733248135367336e-30,-5.9499645928850615e-30,-2.176741612255516e-35,-7.394003921748252e-56,-1.2223311173837918e-29
19,39,-3.3677761887369886e-27,-3.1941832561431661e-27,-1.1685635271058431e-32,-2.1309368099793711e-50,-6.5619711305154251e-27
19,40,-1.8079593827104206e-24,-1.7147676283697259e-24,-6.2733248135367336e-30,-6.1413163100560029e-45,-3.5227332844049599e-24
19,41,-9.7058621070555957e-22,-9.2055708251854332e-22,-3.3677761887369886e-27,-1.7699148019562814e-39,-1.8911466610002917e-21
19,42,-5.2105019693501738e-19,-4.941925239052486e-19,-1.8079593827104206e-24,-5.1008582656042604e-34,-1.0152445287996492e-18
19,43,-2.7972096113817706e-16,-2.6530266870106903e-16,-9.7058621070555957e-22,-1.4700569212159167e-28,-5.4502460042560386e-16
19,44,-1.5016560124210778e-13,-1.4242527479716425e-13,-5.2105019693501738e-19,-4.2366739852137721e-23,-2.9259139713183571e-13
19,45,-8.0615008988420334e-11,-7.6459686592538243e-11,-2.7972096113817706e-16,-1.2210007788093522e-17,-1.5707498751192752e-10
19,46,-4.3277419198856954e-08,-4.1046672945900272e-08,-1.5016560124210778e-13,-3.5188992758380045e-12,-8.4327761209634307e-08
19,47,-2.3233080737888695e-05,-2.2035525320765896e-05,-8.0615008988420334e-11,-1.014139575370956e-06,-4.6282826249034532e-05
19,48,-0.0013217229760680777,-0.01182956720516889,-4.3277419198856954e-08,-0.004877115118866601,-0.018028448577522768
20,1,-2.6048190346690647e-10,-7.120083035989984e-05,1.3983729173400917e-07,9.0387037818666693e-06,-6.2022549768202625e-05
20,2,-4.8521264386902547e-13,-1.3262934079021785e-07,-1.3983729173400917e-07,-2.8750193962351678e-09,-2.7534213713310604e-07
20,3,-9.0382981173308518e-16,-2.4705529344998627e-10,-2.6048190346690647e-10,-9.9758493969940423e-15,-5.0754807659610153e-10
20,4,-1.6836089061149324e-18,-4.6020222718441362e-13,-4.8521264386902547e-13,-3.4614573843162387e-20,-9.4541658927691913e-13
20,5,-3.1361423488724243e-21,-8.5724166014831186e-16,-9.0382981173308518e-16,-1.2010693773151583e-25,-1.7610746081438531e-15
20,6,-5.8418488977271016e-24,-1.5968268306519024e-18,-1.6836089061149324e-18,-4.1675152658543554e-31,-3.2804415786161495e-18
20,7,-1.0881903545017819e-26,-2.9744890450711963e-21,-3.1361423488724243e-21,-1.4460599711528337e-36,-6.1106422758471671e-21
20,8,-2.0270264917181211e-29,-5.5407292196089551e-24,-5.8418488977271016e-24,-5.0175927543767581e-42,-1.1382598387600974e-23
20,9,-3.775843427695393e-32,-1.0320992889820392e-26,-1.0881903545017819e-26,-1.7410230247022912e-47,-2.1202934193272491e-26
20,10,-7.0334520287330729e-35,-1.9225428641185442e-29,-2.0270264917181211e-29,-6.0410665451066877e-53,-3.9495763892886936e-29
20,11,-1.3101562177508856e-37,-3.5812165591342233e-32,-3.775843427695393e-32,-2.0961517731017767e-58,-7.357073088391794e-32
20,12,-2.4404933848969453e-40,-6.6709108456197015e-35,-7.0334520287330729e-35,-7.2733055050300308e-64,-1.3704387279286625e-34
20,13,-4.5460288483386255e-43,-1.2426238619025296e-37,-1.3101562177508856e-37,-2.5237186375688829e-69,-2.5527846256822636e-37
20,14,-8.4681148565373754e-46,-2.3146974946958899e-40,-2.4404933848969453e-40,-8.7568929384415306e-75,-4.7551993477076911e-40
20,15,-1.5773980239856049e-48,-4.3117025644013371e-43,-4.5460288483386255e-43,-3.0384993316527782e-80,-8.8577471867202037e-43
20,16,-2.9382980370806087e-51,-8.0316235907567558e-46,-8.4681148565373754e-46,-1.0543098166616953e-85,-1.6499767830274501e-45
20,17,-5.4733144225052915e-54,-1.4960906171076992e-48,-1.5773980239856049e-48,-3.6582834754305652e-91,-3.0734941144077264e-48
20,18,-1.0195415982161168e-56,-2.7868426717278464e-51,-2.9382980370806087e-51,-1.2693648275972241e-96,-5.7251509042244375e-51
20,19,-1.8991510266959616e-59,-5.191190953378003e-54,-5.4733144225052915e-54,-4.4044893632833863e-102,-1.0664524367393561e-53
20,20,-3.5376434159342468e-62,-9.6698905136706302e-57,-1.0195415982161168e-56,-1.5282861262193455e-107,-1.9865341872265957e-56
20,21,-6.5897449767730069e-65,-1.8012587744538789e-59,-1.8991510266959616e-59,-5.3029041301927089e-113,-3.7004163908948173e-59
20,22,-1.2275046928182398e-67,-3.3552946312682786e-62,-3.5376434159342468e-62,-1.8400214286823204e-118,-6.892950322249454e-62
20,23,-2.2878524267236781e-70,-6.2500748059093354e-65,-6.5897449767730069e-65,-6.3845748946990365e-124,-1.2839842661206609e-64
20,24,-7.1190525223028416e-71,-1.1649038000070218e-67,-1.2275046928182398e-67,-2.2153165520671145e-129,-2.3931203980774921e-67
20,25,-3.7989319947570505e-68,-3.6248016868623692e-68,-2.2878524267236781e-70,-2.3827953844816734e-130,-7.4466122058866575e-68
20,26,-2.0394213320138749e-65,-1.9342988494227876e-65,-7.1190525223028416e-71,-6.8677488016193491e-125,-3.9737273004891844e-65
20,27,-1.0948444094489554e-62,-1.0384103588711408e-62,-3.7989319947570505e-68,-1.9792711613192866e-119,-2.1332585672520913e-62
20,28,-5.8775705739924253e-60,-5.5746096124300875e-60,-2.0394213320138749e-65,-5.7042190120838496e-114,-1.1452200580635833e-59
20,29,-3.1553191991589805e-57,-2.9926774194339991e-57,-1.0948444094489554e-62,-1.6439442545169233e-108,-6.1480075670370739e-57
20,30,-1.6939038201660393e-54,-1.6065910905797011e-54,-5.8775705739924253e-60,-4.7378137239017295e-103,-3.3005007883163146e-54
20,31,-9.0935654077022966e-52,-8.6248351244560122e-52,-3.1553191991589805e-57,-1.3654282267002803e-97,-1.7718432085350301e-51
20,32,-4.8817961704610909e-49,-4.6301626692831373e-49,-1.6939038201660393e-54,-3.9351362272100681e-92,-9.5119757787824306e-49
20,33,-2.620746954736016e-46,-2.4856598456281003e-46,-9.0935654077022966e-52,-1.1340982135782517e-86,-5.1064158939295238e-46
20,34,-1.4069236733637287e-43,-1.3344034128987728e-43,-4.8817961704610909e-49,-3.2684478599442451e-81,-2.7413319680586716e-43
20,35,-7.5529391309382398e-41,-7.1636208449348217e-41,-2.620746954736016e-46,-9.4195998946761581e-76,-1.471658618334261e-40
20,36,-4.0547252559385919e-38,-3.8457233482718619e-38,-1.4069236733637287e-43,-2.7147094271620625e-70,-7.9004626734471878e-38
20,37,-2.176741612255516e-35,-2.0645408783605026e-35,-7.5529391309382398e-41,-7.8237370549972119e-65,-4.2412900435551497e-35
20,38,-1.1685635271058431e-32,-1.1083296047119203e-32,-4.0547252559385919e-38,-2.2547850202047537e-59,-2.2768971865430194e-32
20,39,-6.2733248135367336e-30,-5.9499645928850615e-30,-2.176741612255516e-35,-6.4982443193083044e-54,-1.2223311173837918e-29
20,40,-3.3677761887369886e-27,-3.1941832561431661e-27,-1.1685635271058431e-32,-1.8727807243276814e-48,-6.5619711305154251e-27
20,41,-1.8079593827104206e-24,-1.7147676283697259e-24,-6.2733248135367336e-30,-5.3973157503358446e-43,-3.5227332844049599e-24
20,42,-9.7058621070555957e-22,-9.2055708251854332e-22,-3.3677761887369886e-27,-1.5554953620788292e-37,-1.8911466610002917e-21
20,43,-5.2105019693501738e-19,-4.941925239052486e-19,-1.8079593827104206e-24,-4.4829058246188256e-32,-1.0152445287996935e-18
20,44,-2.7972096113817706e-16,-2.6530266870106903e-16,-9.7058621070555957e-22,-1.2919642913974144e-26,-5.450246004383765e-16
20,45,-1.5016560124210781e-13,-1.4242527479716425e-13,-5.2105019693501738e-19,-3.7234146679580328e-21,-2.9259140081288364e-13
20,46,-8.0615008988420347e-11,-7.6459686592538256e-11,-2.7972096113817706e-16,-1.073080493158959e-15,-1.5707604838241292e-10
20,47,-4.3277419198856961e-08,-4.1046672945900279e-08,-1.5016560124210781e-13,-3.0925960374694775e-10,-8.4633501914105428e-08
20,48,4.3277419198856961e-08,-2.20355253207659e-05,-8.0615008988420347e-11,8.6576465939091868e-07,-2.1126563857185112e-05
21,1,-4.8521264386902558e-13,-1.3262934079021787e-07,2.6048190346690653e-10,3.1362831078641852e-11,-1.323379812683162e-07
21,2,-9.0382981173308537e-16,-2.4705529344998632e-10,-2.6048190346690653e-10,-9.9758493969940423e-15,-5.0754807659610153e-10
21,3,-1.6836089061149324e-18,-4.6020222718441372e-13,-4.8521264386902558e-13,-3.4614573843162405e-20,-9.4541658927691934e-13
21,4,-3.1361423488724243e-21,-8.5724166014831186e-16,-9.0382981173308537e-16,-1.2010693773151583e-25,-1.7610746081438531e-15
21,5,-5.8418488977271016e-24,-1.5968268306519024e-18,-1.6836089061149324e-18,-4.1675152658543554e-31,-3.2804415786161495e-18
21,6,-1.0881903545017819e-26,-2.9744890450711963e-21,-3.1361423488724243e-21,-1.4460599711528337e-36,-6.1106422758471671e-21
21,7,-2.0270264917181211e-29,-5.5407292196089551e-24,-5.8418488977271016e-24,-5.0175927543767581e-42,-1.1382598387600974e-23
21,8,-3.775843427695393e-32,-1.0320992889820392e-26,-1.0881903545017819e-26,-1.7410230247022912e-47,-2.1202934193272491e-26
21,9,-7.0334520287330729e-35,-1.9225428641185442e-29,-2.0270264917181211e-29,-6.0410665451066877e-53,-3.9495763892886936e-29
21,10,-1.3101562177508856e-37,-3.5812165591342233e-32,-3.775843427695393e-32,-2.0961517731017767e-58,-7.357073088391794e-32
21,11,-2.4404933848969453e-40,-6.6709108456197015e-35,-7.0334520287330729e-35,-7.2733055050300308e-64,-1.3704387279286625e-34
21,12,-4.5460288483386255e-43,-1.2426238619025296e-37,-1.3101562177508856e-37,-2.5237186375688829e-69,-2.5527846256822636e-37
21,13,-8.4681148565373754e-46,-2.3146974946958899e-40,-2.4404933848969453e-40,-8.7568929384415306e-75,-4.7551993477076911e-40
21,14,-1.5773980239856049e-48,-4.3117025644013371e-43,-4.5460288483386255e-43,-3.0384993316527782e-80,-8.8577471867202037e-43
21,15,-2.9382980370806087e-51,-8.0316235907567558e-46,-8.4681148565373754e-46,-1.0543098166616953e-85,-1.6499767830274501e-45
21,16,-5.4733144225052915e-54,-1.4960906171076992e-48,-1.5773980239856049e-48,-3.6582834754305652e-91,-3.0734941144077264e-48
21,17,-1.0195415982161168e-56,-2.7868426717278464e-51,-2.9382980370806087e-51,-1.2693648275972241e-96,-5.7251509042244375e-51
21,18,-1.8991510266959616e-59,-5.191190953378003e-54,-5.4733144225052915e-54,-4.4044893632833863e-102,-1.0664524367393561e-53
21,19,-3.5376434159342468e-62,-9.6698905136706302e-57,-1.0195415982161168e-56,-1.5282861262193455e-107,-1.9865341872265957e-56
21,20,-6.5897449767729613e-65,-1.8012587744538789e-59,-1.8991510266959616e-59,-5.3029041301927089e-113,-3.7004163908948173e-59
21,21,-1.2275046903628318e-67,-3.3552946312682552e-62,-3.5376434159342468e-62,-1.840021428682321e-118,-6.8929503222494056e-62
21,22,-2.2865342637502783e-70,-6.2500747934071565e-65,-6.5897449767729613e-65,-6.3845748949775823e-124,-1.2839842635522755e-64
21,23,-4.261696916284229e-73,-1.164232632129756e-67,-1.2275046903628318e-67,-2.2153435798294317e-129,-2.3917415841895039e-67
21,24,-1.3261014489737365e-73,-2.169924455908669e-70,-2.2865342637502783e-70,-7.6867878940326866e-135,-4.4577848211079211e-70
21,25,-7.0764602550936299e-71,-6.752099038645287e-71,-4.261696916284229e-73,-8.2679121854165578e-136,-1.387117626290176e-70
21,26,-3.7989319154183087e-68,-3.6031150197752016e-68,-1.3261014489737365e-73,-2.3829970619000616e-130,-7.4020601962079993e-68
21,27,-2.0394213320137277e-65,-1.9342988090259508e-65,-7.0764602550936299e-71,-6.8677488044048093e-125,-3.9737272174999336e-65
21,28,-1.0948444094489557e-62,-1.0384103588710659e-62,-3.7989319154183087e-68,-1.9792711613192899e-119,-2.1332585672519367e-62
21,29,-5.8775705739924276e-60,-5.5746096124300886e-60,-2.0394213320137277e-65,-5.7042190120838518e-114,-1.1452200580635835e-59
21,30,-3.1553191991589816e-57,-2.9926774194340002e-57,-1.0948444094489557e-62,-1.6439442545169244e-108,-6.1480075670370762e-57
21,31,-1.6939038201660399e-54,-1.6065910905797017e-54,-5.8775705739924276e-60,-4.7378137239017325e-103,-3.3005007883163157e-54
21,32,-9.0935654077022996e-52,-8.6248351244560152e-52,-3.1553191991589816e-57,-1.3654282267002814e-97,-1.7718432085350307e-51
21,33,-4.8817961704610924e-49,-4.6301626692831388e-49,-1.6939038201660399e-54,-3.9351362272100688e-92,-9.5119757787824336e-49
21,34,-2.6207469547360168e-46,-2.485659845628101e-46,-9.0935654077022996e-52,-1.134098213578252e-86,-5.1064158939295254e-46
21,35,-1.4069236733637291e-43,-1.3344034128987732e-43,-4.8817961704610924e-49,-3.2684478599442465e-81,-2.7413319680586724e-43
21,36,-7.5529391309382419e-41,-7.1636208449348237e-41,-2.6207469547360168e-46,-9.4195998946761581e-76,-1.4716586183342614e-40
21,37,-4.0547252559385929e-38,-3.8457233482718629e-38,-1.4069236733637291e-43,-2.7147094271620625e-70,-7.9004626734471899e-38
21,38,-2.1767416122555166e-35,-2.0645408783605032e-35,-7.5529391309382419e-41,-7.8237370549972153e-65,-4.2412900435551508e-35
21,39,-1.1685635271058433e-32,-1.1083296047119206e-32,-4.0547252559385929e-38,-2.2547850202047537e-59,-2.27689718654302e-32
21,40,-6.273324813536735e-30,-5.9499645928850629e-30,-2.1767416122555166e-35,-6.4982443193083044e-54,-1.222331117383792e-29
21,41,-3.3677761887369893e-27,-3.1941832561431669e-27,-1.1685635271058433e-32,-1.8727807243276817e-48,-6.5619711305154266e-27
21,42,-1.807959382710421e-24,-1.7147676283697262e-24,-6.273324813536735e-30,-5.397315750335847e-43,-3.5227332844049607e-24
21,43,-9.7058621070555975e-22,-9.2055708251854351e-22,-3.3677761887369893e-27,-1.5554953620788298e-37,-1.8911466610002917e-21
21,44,-5.2105019693501747e-19,-4.9419252390524869e-19,-1.807959382710421e-24,-4.4829058246188273e-32,-1.0152445287996937e-18
21,45,-2.797209611381771e-16,-2.6530266870106908e-16,-9.7058621070555975e-22,-1.2919642913974154e-26,-5.450246004383766e-16
21,46,-1.5016560124210783e-13,-1.4242527479716428e-13,-5.2105019693501747e-19,-3.7234146679580343e-21,-2.9259140081288375e-13
21,47,-8.061500898842036e-11,-7.6459686592538269e-11,-2.797209611381771e-16,-1.073080493158959e-15,-1.5707604838241295e-10
21,48,8.061500898842036e-11,-4.1046672945900285e-08,-1.5016560124210783e-13,3.0040624653292576e-12,-4.0963204040047777e-08
22,1,-9.0382981173308537e-16,-2.4705529344998637e-10,4.8521264386902568e-13,1.0882391955810769e-16,-2.4657087581200953e-10
22,2,-1.6836089061149326e-18,-4.6020222718441372e-13,-4.8521264386902568e-13,-3.4614573843162405e-20,-9.4541658927691954e-13
22,3,-3.1361423488724243e-21,-8.5724166014831196e-16,-9.0382981173308537e-16,-1.2010693773151585e-25,-1.7610746081438533e-15
22,4,-5.8418488977271016e-24,-1.5968268306519024e-18,-1.6836089061149326e-18,-4.1675152658543554e-31,-3.2804415786161495e-18
22,5,-1.0881903545017819e-26,-2.9744890450711963e-21,-3.1361423488724243e-21,-1.4460599711528332e-36,-6.1106422758471671e-21
22,6,-2.0270264917181211e-29,-5.5407292196089551e-24,-5.8418488977271016e-24,-5.0175927543767562e-42,-1.1382598387600974e-23
22,7,-3.775843427695393e-32,-1.0320992889820392e-26,-1.0881903545017819e-26,-1.7410230247022912e-47,-2.1202934193272491e-26
22,8,-7.0334520287330729e-35,-1.9225428641185442e-29,-2.0270264917181211e-29,-6.0410665451066877e-53,-3.9495763892886936e-29
22,9,-1.3101562177508856e-37,-3.5812165591342233e-32,-3.775843427695393e-32,-2.0961517731017756e-58,-7.357073088391794e-32
22,10,-2.4404933848969453e-40,-6.6709108456197015e-35,-7.0334520287330729e-35,-7.2733055050300281e-64,-1.3704387279286625e-34
22,11,-4.5460288483386255e-43,-1.2426238619025296e-37,-1.3101562177508856e-37,-2.5237186375688819e-69,-2.5527846256822636e-37
22,12,-8.4681148565373754e-46,-2.3146974946958899e-40,-2.4404933848969453e-40,-8.7568929384415247e-75,-4.7551993477076911e-40
22,13,-1.5773980239856049e-48,-4.3117025644013371e-43,-4.5460288483386255e-43,-3.0384993316527782e-80,-8.8577471867202037e-43
22,14,-2.9382980370806087e-51,-8.0316235907567558e-46,-8.4681148565373754e-46,-1.0543098166616953e-85,-1.6499767830274501e-45
22,15,-5.4733144225052915e-54,-1.4960906171076992e-48,-1.5773980239856049e-48,-3.6582834754305635e-91,-3.0734941144077264e-48
22,16,-1.0195415982161168e-56,-2.7868426717278464e-51,-2.9382980370806087e-51,-1.2693648275972237e-96,-5.7251509042244375e-51
22,17,-1.8991510266959616e-59,-5.191190953378003e-54,-5.4733144225052915e-54,-4.4044893632833855e-102,-1.0664524367393561e-53
22,18,-3.5376434159342468e-62,-9.6698905136706302e-57,-1.0195415982161168e-56,-1.5282861262193449e-107,-1.9865341872265957e-56
22,19,-6.5897449767729613e-65,-1.8012587744538789e-59,-1.8991510266959616e-59,-5.3029041301927089e-113,-3.7004163908948173e-59
22,20,-1.2275046903628232e-67,-3.3552946312682552e-62,-3.5376434159342468e-62,-1.8400214286823204e-118,-6.8929503222494056e-62
22,21,-2.2865342591764672e-70,-6.2500747934071135e-65,-6.5897449767729613e-65,-6.3845748949775823e-124,-1.2839842635522668e-64
22,22,-4.2592415083159185e-73,-1.1642326298009126e-67,-1.2275046903628232e-67,-2.2153435799260811e-129,-2.3917415794052443e-67
22,23,-7.9384755739143155e-76,-2.1686742380014988e-70,-2.2865342591764672e-70,-7.6868816759691678e-135,-4.45521643565354e-70
22,24,-2.4701953630219834e-76,-4.0420265985244031e-73,-4.2592415083159185e-73,-2.6671902971479874e-140,-8.3037383022033435e-73
22,25,-1.3181675747560278e-73,-1.257747191878463e-73,-7.9384755739143155e-76,-2.8688309684899588e-141,-2.5838532422084051e-73
22,26,-7.076460107305396e-71,-6.7117022013448068e-71,-2.4701953630219834e-76,-8.2686119732354708e-136,-1.3788187010603833e-70
22,27,-3.7989319154180336e-68,-3.6031149445259971e-68,-1.3181675747560278e-73,-2.3829970628665717e-130,-7.4020600416197783e-68
22,28,-2.0394213320137277e-65,-1.9342988090258108e-65,-7.076460107305396e-71,-6.8677488044048219e-125,-3.9737272174996452e-65
22,29,-1.0948444094489557e-62,-1.0384103588710659e-62,-3.7989319154180336e-68,-1.9792711613192899e-119,-2.1332585672519367e-62
22,30,-5.8775705739924276e-60,-5.5746096124300886e-60,-2.0394213320137277e-65,-5.7042190120838518e-114,-1.1452200580635835e-59
22,31,-3.1553191991589816e-57,-2.9926774194340002e-57,-1.0948444094489557e-62,-1.6439442545169244e-108,-6.1480075670370762e-57
22,32,-1.6939038201660399e-54,-1.6065910905797017e-54,-5.8775705739924276e-60,-4.7378137239017335e-103,-3.3005007883163157e-54
22,33,-9.0935654077022996e-52,-8.6248351244560152e-52,-3.1553191991589816e-57,-1.3654282267002816e-97,-1.7718432085350307e-51
22,34,-4.8817961704610924e-49,-4.6301626692831388e-49,-1.6939038201660399e-54,-3.9351362272100695e-92,-9.5119757787824336e-49
22,35,-2.6207469547360168e-46,-2.485659845628101e-46,-9.0935654077022996e-52,-1.1340982135782522e-86,-5.1064158939295254e-46
22,36,-1.4069236733637291e-43,-1.3344034128987732e-43,-4.8817961704610924e-49,-3.2684478599442465e-81,-2.7413319680586724e-43
22,37,-7.5529391309382419e-41,-7.1636208449348237e-41,-2.6207469547360168e-46,-9.4195998946761581e-76,-1.4716586183342614e-40
22,38,-4.0547252559385929e-38,-3.8457233482718629e-38,-1.4069236733637291e-43,-2.7147094271620625e-70,-7.9004626734471899e-38
22,39,-2.1767416122555166e-35,-2.0645408783605032e-35,-7.5529391309382419e-41,-7.8237370549972153e-65,-4.2412900435551508e-35
22,40,-1.1685635271058433e-32,-1.1083296047119206e-32,-4.0547252559385929e-38,-2.2547850202047541e-59,-2.27689718654302e-32
22,41,-6.273324813536735e-30,-5.9499645928850629e-30,-2.1767416122555166e-35,-6.4982443193083079e-54,-1.222331117383792e-29
22,42,-3.3677761887369893e-27,-3.1941832561431669e-27,-1.1685635271058433e-32,-1.872780724327682e-48,-6.5619711305154266e-27
22,43,-1.807959382710421e-24,-1.7147676283697262e-24,-6.273324813536735e-30,-5.3973157503358478e-43,-3.5227332844049607e-24
22,44,-9.7058621070555975e-22,-9.2055708251854351e-22,-3.3677761887369893e-27,-1.5554953620788304e-37,-1.8911466610002917e-21
22,45,-5.2105019693501747e-19,-4.9419252390524869e-19,-1.807959382710421e-24,-4.4829058246188289e-32,-1.0152445287996937e-18
22,46,-2.797209611381771e-16,-2.6530266870106908e-16,-9.7058621070555975e-22,-1.2919642913974154e-26,-5.450246004383766e-16
22,47,-1.5016560124210783e-13,-1.4242527479716428e-13,-5.2105019693501747e-19,-3.7234146679580358e-21,-2.9259140081288375e-13
22,48,1.5016560124210783e-13,-7.6459686592538269e-11,-2.797209611381771e-16,1.0423607845056789e-17,-7.6309790288649458e-11
23,1,-1.6836089061149322e-18,-4.6020222718441362e-13,9.0382981173308518e-16,3.7760128982916876e-22,-4.5930008060398539e-13
23,2,-3.1361423488724236e-21,-8.5724166014831177e-16,-9.0382981173308518e-16,-1.2010693773151583e-25,-1.7610746081438529e-15
23,3,-5.8418488977271001e-24,-1.596826830651902e-18,-1.6836089061149322e-18,-4.1675152658543554e-31,-3.2804415786161488e-18
23,4,-1.0881903545017817e-26,-2.9744890450711955e-21,-3.1361423488724236e-21,-1.4460599711528332e-36,-6.1106422758471656e-21
23,5,-2.0270264917181205e-29,-5.5407292196089537e-24,-5.8418488977271001e-24,-5.0175927543767562e-42,-1.1382598387600971e-23
23,6,-3.7758434276953919e-32,-1.032099288982039e-26,-1.0881903545017817e-26,-1.7410230247022912e-47,-2.1202934193272485e-26
23,7,-7.0334520287330708e-35,-1.9225428641185437e-29,-2.0270264917181205e-29,-6.0410665451066849e-53,-3.9495763892886925e-29
23,8,-1.3101562177508852e-37,-3.5812165591342222e-32,-3.7758434276953919e-32,-2.0961517731017749e-58,-7.3570730883917918e-32
23,9,-2.4404933848969445e-40,-6.6709108456196994e-35,-7.0334520287330708e-35,-7.2733055050300254e-64,-1.370438727928662e-34
23,10,-4.5460288483386239e-43,-1.2426238619025292e-37,-1.3101562177508852e-37,-2.5237186375688819e-69,-2.5527846256822628e-37
23,11,-8.4681148565373723e-46,-2.314697494695889e-40,-2.4404933848969445e-40,-8.7568929384415247e-75,-4.7551993477076895e-40
23,12,-1.5773980239856043e-48,-4.3117025644013355e-43,-4.5460288483386239e-43,-3.0384993316527759e-80,-8.8577471867202005e-43
23,13,-2.9382980370806075e-51,-8.0316235907567527e-46,-8.4681148565373723e-46,-1.0543098166616947e-85,-1.6499767830274495e-45
