i,j,term1,term2,term3,term4,d_cpp
53,10,-5.7845391361483181e-125,-1.5811616249012249e-119,-1.6670923500227503e-119,-4.0861479526606247e-233,-3.2482597594631114e-119
53,11,-1.0775149791436328e-127,-2.9453086843709977e-122,-3.1053761353948847e-122,-1.4178268377234863e-238,-6.0506955949156734e-122
53,12,-2.0071409371637336e-130,-5.4863735051583604e-125,-5.7845391361483181e-125,-4.9196283763050048e-244,-1.127093271271605e-124
53,13,-3.7388016126145161e-133,-1.0219741787279543e-127,-1.0775149791436328e-127,-1.707030979876655e-249,-2.0994928966731996e-127
53,14,-6.9644523907932194e-136,-1.9036823158406712e-130,-2.0071409371637336e-130,-5.9231196817497085e-255,-3.9108302174567961e-130
53,15,-1.2973033107714744e-138,-3.5460840744090834e-133,-3.7388016126145161e-133,-2.0552261310960955e-260,-7.2848986600567064e-133
53,16,-2.4165516334974084e-141,-6.6054678126401044e-136,-6.9644523907932194e-136,-7.1313001878977002e-266,-1.3569944368949659e-135
53,17,-4.5014313529241312e-144,-1.2304334614823051e-138,-1.2973033107714744e-138,-2.4744451036532661e-271,-2.5277412736851325e-138
53,18,-8.3850408756888277e-147,-2.2919898273339975e-141,-2.4165516334974084e-141,-8.5859217949968789e-277,-4.7085498458722819e-141
53,19,-1.5619234188987414e-149,-4.2694038589246173e-144,-4.5014313529241312e-144,-2.9791751274241364e-282,-8.7708508310829379e-144
53,20,-2.9094727177509684e-152,-7.9528316806722838e-147,-8.3850408756888277e-147,-1.0337252832927575e-287,-1.6337901651088287e-146
53,21,-5.4196200613380047e-155,-1.4814136547165537e-149,-1.5619234188987414e-149,-3.5868584947626689e-293,-3.0433424932353564e-149
53,22,-1.0095396835587491e-157,-2.7595031612628755e-152,-2.9094727177509684e-152,-1.2445815217433851e-298,-5.6689859744106796e-152
53,23,-1.88160406100031e-160,-5.1402642928311124e-155,-5.4196200613380047e-155,-4.3184953252525599e-304,-1.0559903170209728e-154
53,24,-5.8549397592143688e-161,-9.5805467833727415e-158,-1.0095396835587491e-157,-1.4984293131246012e-309,-1.9681798558719448e-157
53,25,-3.124364922013483e-158,-2.9811545074558145e-158,-1.88160406100031e-160,-1.6117111786818106e-310,-6.1243354700793014e-158
53,26,-1.6772862688103109e-155,-1.5908301286172642e-155,-5.8549397592143688e-161,-4.6453117997608187e-305,-3.2681222523673348e-155
53,27,-9.0043556259122885e-153,-8.5402236849462466e-153,-3.124364922013483e-158,-1.3387693618664157e-299,-1.7544610554507753e-152
53,28,-4.8339047272719043e-150,-4.5847398034587896e-150,-1.6772862688103109e-155,-3.8583059239157319e-294,-9.4186613035933818e-150
53,29,-2.5950368780524744e-147,-2.4612750017862285e-147,-9.0043556259122885e-153,-1.1119558772819152e-288,-5.0563208841943282e-147
53,30,-1.393121457371565e-144,-1.3213126358550719e-144,-4.8339047272719043e-150,-3.2046340995349201e-283,-2.7144389271313637e-144
53,31,-7.4788432156910129e-142,-7.0933442236371174e-142,-2.5950368780524744e-147,-9.2356899421273556e-278,-1.4572213389696909e-141
53,32,-4.0149475516957275e-139,-3.8079959965299928e-139,-1.393121457371565e-144,-2.6617069549216703e-272,-7.8229574794402936e-139
53,33,-2.1553873210027058e-136,-2.0442872998137317e-136,-7.4788432156910129e-142,-7.6709850138673014e-267,-4.1996820996596532e-136
53,34,-1.1570996740859283e-133,-1.0974566590899519e-133,-4.0149475516957275e-139,-2.2107621943193377e-261,-2.2545603481234322e-133
53,35,-6.2117821828278298e-131,-5.891594193686087e-131,-2.1553873210027058e-136,-6.3713714353453672e-256,-1.2103397930387129e-130
53,36,-3.3347375987621094e-128,-3.1628476492054859e-128,-1.1570996740859283e-133,-1.8362162186165544e-250,-6.497596818964336e-128
53,37,-1.7902229223908865e-125,-1.697945398684341e-125,-6.2117821828278298e-131,-5.2919375925972989e-245,-3.4881745328574104e-125
53,38,-9.6106455663661781e-123,-9.1152622467843032e-123,-3.3347375987621094e-128,-1.5251255925102206e-239,-1.8725941160526468e-122
53,39,-5.1593858534086256e-120,-4.8934439171031217e-120,-1.7902229223908865e-125,-4.3953807697645984e-234,-1.0052847672740971e-119
53,40,-2.7697683990668587e-117,-2.6269999393907923e-117,-9.6106455663661781e-123,-1.2667397495716047e-228,-5.3967779491032175e-117
53,41,-1.4869244523359346e-114,-1.41028053012706e-114,-5.1593858534086256e-120,-3.6507180542419099e-223,-2.897210141848848e-114
53,42,-7.9824158861058258e-112,-7.5709601048437387e-112,-2.7697683990668587e-117,-1.0521294777459306e-217,-1.5553403688633555e-111
53,43,-4.2852858649713625e-109,-4.0643996484849229e-109,-1.4869244523359346e-114,-3.0322156394840915e-212,-8.3497003827008086e-109
53,44,-2.3005159348421229e-106,-2.1819352200833335e-106,-7.9824158861058258e-112,-8.7387834661088849e-207,-4.4824591373413421e-106
53,45,-1.2350106231472834e-103,-1.1713516672541772e-103,-4.2852858649713625e-109,-2.5184995246753359e-201,-2.4063665756873253e-103
53,46,-6.6300398801250391e-101,-6.2882926850905214e-101,-2.3005159348421229e-106,-7.258264128398372e-196,-1.2918355570374909e-100
53,47,-3.5592753607275022e-98,-3.3758115516287924e-98,-1.2350106231472834e-103,-2.0918168791151937e-190,-6.9350992624625273e-98
53,48,3.5592753607275022e-98,-1.812273092683876e-95,-6.6300398801250391e-101,5.8559899382695032e-187,-1.8087204473630286e-95
54,1,-3.9905462017062329e-103,-1.0907867278662067e-97,2.1422876827868864e-100,2.1213666004960397e-191,-1.0886484307296214e-97
54,2,-7.433389603041563e-106,-2.0318628859852711e-100,-2.1422876827868864e-100,-6.7476158862371998e-195,-4.1741580021617603e-100
54,3,-1.3846545860559382e-108,-3.7848524207115049e-103,-3.9905462017062329e-103,-2.3413128954195328e-200,-7.7754124689635984e-103
54,4,-2.5792652142183454e-111,-7.0502335297193784e-106,-7.433389603041563e-106,-8.1239746996248888e-206,-1.4483648925413084e-105
54,5,-4.8045260617856718e-114,-1.313282191706574e-108,-1.3846545860559382e-108,-2.8188870034954959e-211,-2.697941582288574e-108
54,6,-8.9496305192381136e-117,-2.4463162926211199e-111,-2.5792652142183454e-111,-9.7810791297057053e-217,-5.025590456469984e-111
54,7,-1.6670923500227509e-119,-4.5568754692141947e-114,-4.8045260617856718e-114,-3.3938752714433639e-222,-9.3614182019233661e-114
54,8,-3.1053761353948858e-122,-8.4883193986649975e-117,-8.9496305192381136e-117,-1.1776194840437138e-227,-1.7437980971664464e-116
54,9,-5.7845391361483202e-125,-1.5811616249012254e-119,-1.6670923500227509e-119,-4.0861479526606265e-233,-3.2482597594631125e-119
54,10,-1.077514979143633e-127,-2.9453086843709988e-122,-3.1053761353948858e-122,-1.4178268377234868e-238,-6.0506955949156755e-122
54,11,-2.007140937163734e-130,-5.4863735051583614e-125,-5.7845391361483202e-125,-4.9196283763050074e-244,-1.1270932712716052e-124
54,12,-3.7388016126145168e-133,-1.0219741787279545e-127,-1.077514979143633e-127,-1.7070309798766558e-249,-2.0994928966732e-127
54,13,-6.9644523907932209e-136,-1.9036823158406716e-130,-2.007140937163734e-130,-5.9231196817497094e-255,-3.9108302174567961e-130
54,14,-1.2973033107714746e-138,-3.5460840744090841e-133,-3.7388016126145168e-133,-2.0552261310960965e-260,-7.2848986600567095e-133
54,15,-2.4165516334974087e-141,-6.6054678126401052e-136,-6.9644523907932209e-136,-7.131300187897703e-266,-1.3569944368949662e-135
54,16,-4.5014313529241318e-144,-1.2304334614823053e-138,-1.2973033107714746e-138,-2.4744451036532661e-271,-2.5277412736851328e-138
54,17,-8.3850408756888288e-147,-2.2919898273339978e-141,-2.4165516334974087e-141,-8.5859217949968819e-277,-4.7085498458722819e-141
54,18,-1.5619234188987416e-149,-4.2694038589246179e-144,-4.5014313529241318e-144,-2.9791751274241364e-282,-8.7708508310829379e-144
54,19,-2.9094727177509689e-152,-7.9528316806722849e-147,-8.3850408756888288e-147,-1.0337252832927575e-287,-1.6337901651088292e-146
54,20,-5.4196200613379683e-155,-1.4814136547165539e-149,-1.5619234188987416e-149,-3.58685849476267e-293,-3.0433424932353568e-149
54,21,-1.009539681539342e-157,-2.7595031612628568e-152,-2.9094727177509689e-152,-1.2445815217433857e-298,-5.6689859744106415e-152
54,22,-1.8805199610055565e-160,-5.1402642825489155e-155,-5.4196200613379683e-155,-4.3184953254409674e-304,-1.0559903149086494e-154
54,23,-3.5049578070541364e-163,-9.5750268810017454e-158,-1.009539681539342e-157,-1.498447594571238e-309,-1.9670458745973236e-157
54,24,-1.0906288546156938e-163,-1.7846162718408453e-160,-1.8805199610055565e-160,-5.1993058516112373e-315,-3.6662268617010177e-160
54,25,-5.8199104968319033e-161,-5.553145309107706e-161,-3.5049578070541364e-163,-5.5923754874477787e-316,-1.1408105384010151e-160
54,26,-3.1243648567627274e-158,-2.9633186888583652e-158,-1.0906288546156938e-163,-1.6118475923041337e-310,-6.0876944519096387e-158
54,27,-1.6772862688101894e-155,-1.5908300953935945e-155,-5.8199104968319033e-161,-4.6453118016448889e-305,-3.2681221841142808e-155
54,28,-9.0043556259122885e-153,-8.5402236849456276e-153,-3.1243648567627274e-158,-1.3387693618664181e-299,-1.7544610554506484e-152
54,29,-4.8339047272719043e-150,-4.5847398034587896e-150,-1.6772862688101894e-155,-3.8583059239157319e-294,-9.4186613035933818e-150
54,30,-2.5950368780524744e-147,-2.4612750017862285e-147,-9.0043556259122885e-153,-1.1119558772819152e-288,-5.0563208841943282e-147
54,31,-1.393121457371565e-144,-1.3213126358550719e-144,-4.8339047272719043e-150,-3.2046340995349201e-283,-2.7144389271313637e-144
54,32,-7.4788432156910129e-142,-7.0933442236371174e-142,-2.5950368780524744e-147,-9.2356899421273556e-278,-1.4572213389696909e-141
54,33,-4.0149475516957275e-139,-3.8079959965299928e-139,-1.393121457371565e-144,-2.6617069549216703e-272,-7.8229574794402936e-139
54,34,-2.1553873210027058e-136,-2.0442872998137317e-136,-7.4788432156910129e-142,-7.6709850138673014e-267,-4.1996820996596532e-136
54,35,-1.1570996740859283e-133,-1.0974566590899519e-133,-4.0149475516957275e-139,-2.2107621943193377e-261,-2.2545603481234322e-133
54,36,-6.2117821828278298e-131,-5.891594193686087e-131,-2.1553873210027058e-136,-6.3713714353453672e-256,-1.2103397930387129e-130
54,37,-3.3347375987621094e-128,-3.1628476492054859e-128,-1.1570996740859283e-133,-1.8362162186165544e-250,-6.497596818964336e-128
54,38,-1.7902229223908865e-125,-1.697945398684341e-125,-6.2117821828278298e-131,-5.2919375925972989e-245,-3.4881745328574104e-125
54,39,-9.6106455663661781e-123,-9.1152622467843032e-123,-3.3347375987621094e-128,-1.5251255925102206e-239,-1.8725941160526468e-122
54,40,-5.1593858534086256e-120,-4.8934439171031217e-120,-1.7902229223908865e-125,-4.3953807697645984e-234,-1.0052847672740971e-119
54,41,-2.7697683990668587e-117,-2.6269999393907923e-117,-9.6106455663661781e-123,-1.2667397495716047e-228,-5.3967779491032175e-117
54,42,-1.4869244523359346e-114,-1.41028053012706e-114,-5.1593858534086256e-120,-3.6507180542419099e-223,-2.897210141848848e-114
54,43,-7.9824158861058258e-112,-7.5709601048437387e-112,-2.7697683990668587e-117,-1.0521294777459306e-217,-1.5553403688633555e-111
54,44,-4.2852858649713625e-109,-4.0643996484849229e-109,-1.4869244523359346e-114,-3.0322156394840915e-212,-8.3497003827008086e-109
54,45,-2.3005159348421229e-106,-2.1819352200833335e-106,-7.9824158861058258e-112,-8.7387834661088849e-207,-4.4824591373413421e-106
54,46,-1.2350106231472834e-103,-1.1713516672541772e-103,-4.2852858649713625e-109,-2.5184995246753359e-201,-2.4063665756873253e-103
54,47,-6.6300398801250391e-101,-6.2882926850905214e-101,-2.3005159348421229e-106,-7.2582641283983758e-196,-1.2918355570374909e-100
54,48,6.6300398801250391e-101,-3.3758115516287924e-98,-1.2350106231472834e-103,2.0319332026416214e-192,-3.3691938618548984e-98
55,1,-7.433389603041565e-106,-2.0318628859852713e-100,3.9905462017062334e-103,7.3607968523878121e-197,-2.0278797731731681e-100
55,2,-1.3846545860559384e-108,-3.7848524207115059e-103,-3.9905462017062334e-103,-2.3413128954195328e-200,-7.7754124689635994e-103
55,3,-2.5792652142183458e-111,-7.0502335297193793e-106,-7.433389603041565e-106,-8.1239746996248921e-206,-1.4483648925413088e-105
55,4,-4.8045260617856726e-114,-1.3132821917065742e-108,-1.3846545860559384e-108,-2.8188870034954959e-211,-2.6979415822885744e-108
55,5,-8.949630519238115e-117,-2.4463162926211202e-111,-2.5792652142183458e-111,-9.7810791297057085e-217,-5.0255904564699855e-111
55,6,-1.6670923500227511e-119,-4.5568754692141955e-114,-4.8045260617856726e-114,-3.3938752714433646e-222,-9.3614182019233689e-114
55,7,-3.1053761353948864e-122,-8.4883193986649989e-117,-8.949630519238115e-117,-1.1776194840437136e-227,-1.743798097166447e-116
55,8,-5.7845391361483213e-125,-1.5811616249012257e-119,-1.6670923500227511e-119,-4.0861479526606274e-233,-3.2482597594631131e-119
55,9,-1.0775149791436332e-127,-2.9453086843709994e-122,-3.1053761353948864e-122,-1.4178268377234868e-238,-6.0506955949156777e-122
55,10,-2.0071409371637344e-130,-5.4863735051583625e-125,-5.7845391361483213e-125,-4.9196283763050074e-244,-1.1270932712716057e-124
55,11,-3.7388016126145176e-133,-1.0219741787279547e-127,-1.0775149791436332e-127,-1.7070309798766555e-249,-2.0994928966732004e-127
55,12,-6.9644523907932224e-136,-1.903682315840672e-130,-2.0071409371637344e-130,-5.9231196817497104e-255,-3.9108302174567977e-130
55,13,-1.2973033107714749e-138,-3.5460840744090849e-133,-3.7388016126145176e-133,-2.0552261310960969e-260,-7.2848986600567095e-133
55,14,-2.416551633497409e-141,-6.6054678126401067e-136,-6.9644523907932224e-136,-7.1313001878977043e-266,-1.3569944368949665e-135
55,15,-4.5014313529241323e-144,-1.2304334614823054e-138,-1.2973033107714749e-138,-2.4744451036532671e-271,-2.5277412736851331e-138
55,16,-8.3850408756888299e-147,-2.2919898273339981e-141,-2.416551633497409e-141,-8.585921794996885e-277,-4.7085498458722831e-141
55,17,-1.5619234188987418e-149,-4.2694038589246184e-144,-4.5014313529241323e-144,-2.9791751274241364e-282,-8.7708508310829402e-144
55,18,-2.9094727177509693e-152,-7.952831680672286e-147,-8.3850408756888299e-147,-1.0337252832927575e-287,-1.6337901651088292e-146
55,19,-5.4196200613379691e-155,-1.4814136547165541e-149,-1.5619234188987418e-149,-3.5868584947626706e-293,-3.0433424932353573e-149
55,20,-1.0095396815393351e-157,-2.7595031612628572e-152,-2.9094727177509693e-152,-1.2445815217433859e-298,-5.6689859744106415e-152
55,21,-1.8805199572439059e-160,-5.1402642825488799e-155,-5.4196200613379691e-155,-4.318495325440969e-304,-1.0559903149086422e-154
55,22,-3.5029383998796963e-163,-9.575026861848582e-158,-1.0095396815393351e-157,-1.4984475946366128e-309,-1.9670458706625931e-157
55,23,-6.5288598615687795e-166,-1.7835880520729144e-160,-1.8805199572439059e-160,-5.1993692797588504e-315,-3.6641145381766822e-160
55,24,-2.0315688076010984e-166,-3.3242938109195475e-163,-3.5029383998796963e-163,-1.8043277386122324e-320,-6.8292637796068453e-163
55,25,-1.084103779058751e-163,-1.0344120959494406e-163,-6.5288598615687795e-166,-1.9416779881560989e-321,-2.1250447348697603e-163
55,26,-5.8199103752860624e-161,-5.5199216395089602e-161,-2.0315688076010984e-166,-5.5928488023364946e-316,-1.1339852330483098e-160
55,27,-3.1243648567625001e-158,-2.9633186269709769e-158,-1.084103779058751e-163,-1.6118475929578814e-310,-6.0876943247712675e-158
55,28,-1.677286268810189e-155,-1.590830095393479e-155,-5.8199103752860624e-161,-4.6453118016448939e-305,-3.2681221841140432e-155
55,29,-9.0043556259122864e-153,-8.5402236849456255e-153,-3.1243648567625001e-158,-1.3387693618664173e-299,-1.7544610554506479e-152
55,30,-4.8339047272719032e-150,-4.5847398034587886e-150,-1.677286268810189e-155,-3.8583059239157319e-294,-9.4186613035933796e-150
55,31,-2.5950368780524738e-147,-2.461275001786228e-147,-9.0043556259122864e-153,-1.1119558772819152e-288,-5.0563208841943271e-147
55,32,-1.3931214573715647e-144,-1.3213126358550717e-144,-4.8339047272719032e-150,-3.2046340995349187e-283,-2.7144389271313637e-144
55,33,-7.4788432156910114e-142,-7.093344223637116e-142,-2.5950368780524738e-147,-9.2356899421273556e-278,-1.4572213389696909e-141
55,34,-4.0149475516957267e-139,-3.8079959965299921e-139,-1.3931214573715647e-144,-2.6617069549216703e-272,-7.8229574794402936e-139
55,35,-2.1553873210027054e-136,-2.0442872998137314e-136,-7.4788432156910114e-142,-7.6709850138672988e-267,-4.1996820996596524e-136
55,36,-1.1570996740859281e-133,-1.0974566590899517e-133,-4.0149475516957267e-139,-2.2107621943193372e-261,-2.2545603481234314e-133
55,37,-6.2117821828278288e-131,-5.891594193686086e-131,-2.1553873210027054e-136,-6.371371435345366e-256,-1.2103397930387125e-130
55,38,-3.3347375987621089e-128,-3.1628476492054854e-128,-1.1570996740859281e-133,-1.836216218616554e-250,-6.4975968189643349e-128
55,39,-1.7902229223908862e-125,-1.6979453986843407e-125,-6.2117821828278288e-131,-5.2919375925972973e-245,-3.4881745328574098e-125
55,40,-9.6106455663661767e-123,-9.1152622467843018e-123,-3.3347375987621089e-128,-1.5251255925102206e-239,-1.8725941160526465e-122
55,41,-5.1593858534086249e-120,-4.893443917103121e-120,-1.7902229223908862e-125,-4.3953807697645967e-234,-1.005284767274097e-119
55,42,-2.769768399066858e-117,-2.626999939390792e-117,-9.6106455663661767e-123,-1.2667397495716042e-228,-5.3967779491032161e-117
55,43,-1.4869244523359343e-114,-1.4102805301270596e-114,-5.1593858534086249e-120,-3.6507180542419091e-223,-2.8972101418488473e-114
55,44,-7.982415886105824e-112,-7.5709601048437369e-112,-2.769768399066858e-117,-1.0521294777459306e-217,-1.5553403688633552e-111
55,45,-4.2852858649713616e-109,-4.0643996484849219e-109,-1.4869244523359343e-114,-3.032215639484091e-212,-8.3497003827008067e-109
55,46,-2.3005159348421225e-106,-2.181935220083333e-106,-7.982415886105824e-112,-8.7387834661088849e-207,-4.4824591373413411e-106
55,47,-1.2350106231472831e-103,-1.1713516672541769e-103,-4.2852858649713616e-109,-2.5184995246753352e-201,-2.4063665756873248e-103
55,48,1.2350106231472831e-103,-6.2882926850905201e-101,-2.3005159348421225e-106,7.0504775170729119e-198,-6.2759655840183964e-101
56,1,-1.3846545860559384e-108,-3.7848524207115059e-103,7.433389603041565e-106,2.5540767111848122e-202,-3.777432877654325e-103
56,2,-2.5792652142183454e-111,-7.0502335297193793e-106,-7.433389603041565e-106,-8.1239746996248921e-206,-1.4483648925413088e-105
56,3,-4.8045260617856718e-114,-1.313282191706574e-108,-1.3846545860559384e-108,-2.8188870034954959e-211,-2.697941582288574e-108
56,4,-8.9496305192381136e-117,-2.4463162926211199e-111,-2.5792652142183454e-111,-9.7810791297057053e-217,-5.025590456469984e-111
56,5,-1.6670923500227509e-119,-4.5568754692141947e-114,-4.8045260617856718e-114,-3.3938752714433639e-222,-9.3614182019233661e-114
56,6,-3.1053761353948858e-122,-8.4883193986649975e-117,-8.9496305192381136e-117,-1.1776194840437138e-227,-1.7437980971664464e-116
56,7,-5.7845391361483202e-125,-1.5811616249012254e-119,-1.6670923500227509e-119,-4.0861479526606265e-233,-3.2482597594631125e-119
56,8,-1.077514979143633e-127,-2.9453086843709988e-122,-3.1053761353948858e-122,-1.4178268377234868e-238,-6.0506955949156755e-122
56,9,-2.007140937163734e-130,-5.4863735051583614e-125,-5.7845391361483202e-125,-4.9196283763050074e-244,-1.1270932712716052e-124
56,10,-3.7388016126145168e-133,-1.0219741787279545e-127,-1.077514979143633e-127,-1.7070309798766558e-249,-2.0994928966732e-127
56,11,-6.9644523907932209e-136,-1.9036823158406716e-130,-2.007140937163734e-130,-5.9231196817497094e-255,-3.9108302174567961e-130
56,12,-1.2973033107714746e-138,-3.5460840744090841e-133,-3.7388016126145168e-133,-2.0552261310960965e-260,-7.2848986600567095e-133
56,13,-2.4165516334974087e-141,-6.6054678126401052e-136,-6.9644523907932209e-136,-7.131300187897703e-266,-1.3569944368949662e-135
56,14,-4.5014313529241318e-144,-1.2304334614823053e-138,-1.2973033107714746e-138,-2.4744451036532661e-271,-2.5277412736851328e-138
56,15,-8.3850408756888288e-147,-2.2919898273339978e-141,-2.4165516334974087e-141,-8.5859217949968819e-277,-4.7085498458722819e-141
56,16,-1.5619234188987416e-149,-4.2694038589246179e-144,-4.5014313529241318e-144,-2.9791751274241364e-282,-8.7708508310829379e-144
56,17,-2.9094727177509689e-152,-7.9528316806722849e-147,-8.3850408756888288e-147,-1.0337252832927575e-287,-1.6337901651088292e-146
56,18,-5.4196200613379683e-155,-1.4814136547165539e-149,-1.5619234188987416e-149,-3.5868584947626689e-293,-3.0433424932353568e-149
56,19,-1.0095396815393349e-157,-2.7595031612628568e-152,-2.9094727177509689e-152,-1.2445815217433857e-298,-5.6689859744106415e-152
56,20,-1.8805199572438927e-160,-5.140264282548879e-155,-5.4196200613379683e-155,-4.3184953254409682e-304,-1.0559903149086419e-154
56,21,-3.5029383928726815e-163,-9.575026861848514e-158,-1.0095396815393349e-157,-1.4984475946366128e-309,-1.9670458706625792e-157
56,22,-6.5250982110237053e-166,-1.7835880485051587e-160,-1.8805199572438927e-160,-5.1993692797588504e-315,-3.664114530847262e-160
56,23,-1.2161633160380442e-168,-3.3223784946329404e-163,-3.5029383928726815e-163,-1.8043277386122324e-320,-6.8253290491387828e-163
56,24,-3.7843046262260136e-169,-6.1923280178987083e-166,-6.5250982110237053e-166,-0,-1.2721210533548639e-165
56,25,-2.0194142236538427e-166,-1.9268510451033854e-166,-1.2161633160380442e-168,0,-3.9584269019176087e-166
56,26,-1.0841037564178003e-163,-1.0282233571731642e-163,-3.7843046262260136e-169,-1.9416779881560989e-321,-2.1123308978955911e-163
56,27,-5.8199103752856383e-161,-5.5199215242282315e-161,-2.0194142236538427e-166,-5.5928488023364946e-316,-1.1339852093656105e-160
56,28,-3.1243648567624989e-158,-2.963318626970761e-158,-1.0841037564178003e-163,-1.6118475929578814e-310,-6.0876943247708243e-158
56,29,-1.6772862688101882e-155,-1.5908300953934783e-155,-5.8199103752856383e-161,-4.6453118016448919e-305,-3.2681221841140415e-155
56,30,-9.0043556259122821e-153,-8.5402236849456213e-153,-3.1243648567624989e-158,-1.3387693618664165e-299,-1.7544610554506471e-152
56,31,-4.833904727271901e-150,-4.5847398034587864e-150,-1.6772862688101882e-155,-3.8583059239157291e-294,-9.4186613035933752e-150
56,32,-2.5950368780524727e-147,-2.4612750017862268e-147,-9.0043556259122821e-153,-1.1119558772819148e-288,-5.0563208841943249e-147
56,33,-1.3931214573715642e-144,-1.3213126358550711e-144,-4.833904727271901e-150,-3.2046340995349177e-283,-2.7144389271313626e-144
56,34,-7.4788432156910085e-142,-7.093344223637113e-142,-2.5950368780524727e-147,-9.2356899421273519e-278,-1.4572213389696903e-141
56,35,-4.0149475516957252e-139,-3.8079959965299906e-139,-1.3931214573715642e-144,-2.6617069549216693e-272,-7.8229574794402906e-139
56,36,-2.1553873210027046e-136,-2.0442872998137306e-136,-7.4788432156910085e-142,-7.6709850138672988e-267,-4.1996820996596509e-136
56,37,-1.1570996740859277e-133,-1.0974566590899514e-133,-4.0149475516957252e-139,-2.2107621943193363e-261,-2.2545603481234306e-133
56,38,-6.2117821828278268e-131,-5.891594193686084e-131,-2.1553873210027046e-136,-6.3713714353453624e-256,-1.2103397930387121e-130
56,39,-3.3347375987621079e-128,-3.1628476492054844e-128,-1.1570996740859277e-133,-1.8362162186165528e-250,-6.4975968189643329e-128
56,40,-1.7902229223908857e-125,-1.6979453986843402e-125,-6.2117821828278268e-131,-5.2919375925972965e-245,-3.4881745328574088e-125
56,41,-9.610645566366174e-123,-9.1152622467842991e-123,-3.3347375987621079e-128,-1.52512559251022e-239,-1.872594116052646e-122
56,42,-5.1593858534086235e-120,-4.8934439171031196e-120,-1.7902229223908857e-125,-4.395380769764595e-234,-1.0052847672740967e-119
56,43,-2.7697683990668572e-117,-2.6269999393907913e-117,-9.610645566366174e-123,-1.2667397495716038e-228,-5.3967779491032147e-117
56,44,-1.4869244523359339e-114,-1.4102805301270593e-114,-5.1593858534086235e-120,-3.6507180542419084e-223,-2.8972101418488466e-114
56,45,-7.9824158861058221e-112,-7.570960104843735e-112,-2.7697683990668572e-117,-1.05212947774593e-217,-1.5553403688633548e-111
56,46,-4.2852858649713606e-109,-4.064399648484921e-109,-1.4869244523359339e-114,-3.0322156394840905e-212,-8.3497003827008048e-109
56,47,-2.300515934842122e-106,-2.1819352200833325e-106,-7.9824158861058221e-112,-8.7387834661088849e-207,-4.4824591373413401e-106
56,48,2.300515934842122e-106,-1.1713516672541767e-103,-4.2852858649713606e-109,2.4464009522619117e-203,-1.1690554366051996e-103
57,1,-2.5792652142183454e-111,-7.0502335297193793e-106,1.3846545860559384e-108,8.862230513127792e-208,-7.036412776510962e-106
57,2,-4.8045260617856711e-114,-1.313282191706574e-108,-1.3846545860559384e-108,-2.8188870034954959e-211,-2.697941582288574e-108
57,3,-8.9496305192381136e-117,-2.4463162926211195e-111,-2.5792652142183454e-111,-9.7810791297057085e-217,-5.025590456469984e-111
57,4,-1.6670923500227509e-119,-4.5568754692141947e-114,-4.8045260617856711e-114,-3.3938752714433639e-222,-9.3614182019233661e-114
57,5,-3.1053761353948858e-122,-8.4883193986649975e-117,-8.9496305192381136e-117,-1.177619484043714e-227,-1.7437980971664464e-116
57,6,-5.7845391361483202e-125,-1.5811616249012254e-119,-1.6670923500227509e-119,-4.0861479526606274e-233,-3.2482597594631125e-119
57,7,-1.077514979143633e-127,-2.9453086843709988e-122,-3.1053761353948858e-122,-1.4178268377234868e-238,-6.0506955949156755e-122
57,8,-2.007140937163734e-130,-5.4863735051583614e-125,-5.7845391361483202e-125,-4.9196283763050074e-244,-1.1270932712716052e-124
57,9,-3.7388016126145168e-133,-1.0219741787279545e-127,-1.077514979143633e-127,-1.7070309798766558e-249,-2.0994928966732e-127
57,10,-6.9644523907932209e-136,-1.9036823158406716e-130,-2.007140937163734e-130,-5.9231196817497094e-255,-3.9108302174567961e-130
57,11,-1.2973033107714746e-138,-3.5460840744090841e-133,-3.7388016126145168e-133,-2.0552261310960965e-260,-7.2848986600567095e-133
57,12,-2.4165516334974087e-141,-6.6054678126401052e-136,-6.9644523907932209e-136,-7.1313001878977043e-266,-1.3569944368949662e-135
57,13,-4.5014313529241318e-144,-1.2304334614823053e-138,-1.2973033107714746e-138,-2.4744451036532671e-271,-2.5277412736851328e-138
57,14,-8.3850408756888288e-147,-2.2919898273339978e-141,-2.4165516334974087e-141,-8.585921794996885e-277,-4.7085498458722819e-141
57,15,-1.5619234188987416e-149,-4.2694038589246179e-144,-4.5014313529241318e-144,-2.9791751274241364e-282,-8.7708508310829379e-144
57,16,-2.9094727177509689e-152,-7.9528316806722849e-147,-8.3850408756888288e-147,-1.0337252832927579e-287,-1.6337901651088292e-146
57,17,-5.4196200613379683e-155,-1.4814136547165539e-149,-1.5619234188987416e-149,-3.5868584947626706e-293,-3.0433424932353568e-149
57,18,-1.0095396815393349e-157,-2.7595031612628568e-152,-2.9094727177509689e-152,-1.2445815217433859e-298,-5.6689859744106415e-152
57,19,-1.8805199572438927e-160,-5.140264282548879e-155,-5.4196200613379683e-155,-4.318495325440969e-304,-1.0559903149086419e-154
57,20,-3.5029383928726574e-163,-9.575026861848514e-158,-1.0095396815393349e-157,-1.4984475946366128e-309,-1.9670458706625792e-157
57,21,-6.5250981979713889e-166,-1.7835880485051464e-160,-1.8805199572438927e-160,-5.1993692797588504e-315,-3.6641145308472367e-160
